"AÑO","GÉNERO","NACIONALIDAD","PAÍS","ESTADO DE ORIGEN","EDAD","CATEGORÍA","DIALECTO","NIVEL","SEDE","UNIDAD ACADÉMICA","PROGRAMA EDUCATIVO","GRADO","NÚMERO DE ALUMNOS"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PROPEDÉUTICO","8","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO INTERNO","OTOMÍ O ÑAHÑU","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","LICENCIATURA EN AGRONOMÍA EN HORTICULTURA PROTEGIDA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERÍA EN RECURSOS NATURALES RENOVABLES","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO INTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PROPEDÉUTICO","8","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","TRONCO COMÚN DE DICEA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS FORESTALES","INGENIERO FORESTAL INDUSTRIAL","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PROPEDÉUTICO","8","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","TRONCO COMÚN DE DICEA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","LICENCIATURA EN AGRONOMÍA EN HORTICULTURA PROTEGIDA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERO AGRÓNOMO ESPECIALISTA EN SUELOS","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERÍA EN RECURSOS NATURALES RENOVABLES","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","AMUZGO O TZANCUE","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS FORESTALES","INGENIERO FORESTAL INDUSTRIAL","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN PARASITOLOGÍA AGRÍCOLA","INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN IRRIGACIÓN","INGENIERO EN IRRIGACIÓN","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN ZOOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERÍA EN RECURSOS NATURALES RENOVABLES","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PROPEDÉUTICO","8","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERÍA EN RECURSOS NATURALES RENOVABLES","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PROPEDÉUTICO","8","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN PARASITOLOGÍA AGRÍCOLA","INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN FITOTECNIA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PROPEDÉUTICO","8","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO INTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","TRONCO COMÚN DE DICEA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PROPEDÉUTICO","8","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO INTERNO","MAZAHUA O JÑATIO","LICENCIATURA","CHAPINGO","DEIS EN ZOOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","TRONCO COMÚN DE DICEA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","BECADO INTERNO","","LICENCIATURA","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","TRONCO COMÚN AGRONÓMICAS","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","18","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN SUELOS","INGENIERÍA EN RECURSOS NATURALES RENOVABLES","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","TRONCO COMÚN DE DICEA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","NÁHUATL","LICENCIATURA","CHAPINGO","DEIS EN ZOOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS FORESTALES","INGENIERÍA EN RESTAURACIÓN FORESTAL","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO INTERNO","MAZAHUA O JÑATIO","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PROPEDÉUTICO","8","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN ZOOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","NÁHUATL","LICENCIATURA","TABASCO","UNIDAD REGIONAL UNIVERSITARIA SURSURESTE","INGENIERO AGRÓNOMO ESPECIALISTA EN ZONAS TROPICALES","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PROPEDÉUTICO","8","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","TRONCO COMÚN DE DICEA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS FORESTALES","INGENIERÍA EN RESTAURACIÓN FORESTAL","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN PARASITOLOGÍA AGRÍCOLA","INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","OTOMÍ O ÑAHÑU","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PROPEDÉUTICO","8","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","LICENCIATURA","CHAPINGO","DIVISIÓN DE CIENCIAS ECONÓMICO ADMINISTRATIVAS","TRONCO COMÚN DE DICEA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PROPEDÉUTICO","8","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PROPEDÉUTICO","8","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PROPEDÉUTICO","8","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","MIXTECO O ÑUU SAVI","LICENCIATURA","CHAPINGO","DEIS EN ZOOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN ZOOTECNIA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","INGENIERO AGRÓNOMO ESPECIALISTA EN FITOTECNIA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PROPEDÉUTICO","8","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN PARASITOLOGÍA AGRÍCOLA","INGENIERO AGRÓNOMO ESPECIALISTA EN PARASITOLOGÍA AGRÍCOLA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN FITOTECNIA","LICENCIATURA EN AGRONOMÍA EN HORTICULTURA PROTEGIDA","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","NÁHUATL","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PROPEDÉUTICO","8","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","LICENCIATURA","CHAPINGO","DEIS EN INGENIERÍA AGROINDUSTRIAL","INGENIERÍA AGROINDUSTRIAL","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","NÁHUATL","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","MAZAHUA O JÑATIO","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","2","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","NÁHUATL","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","2"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PROPEDÉUTICO","8","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO INTERNO","","LICENCIATURA","DURANGO","UNIDAD REGIONAL UNIVERSITARIA DE ZONAS ÁRIDAS","TRONCO COMÚN AGRONÓMICAS","4","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","OTOMÍ O ÑAHÑU","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO EXTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","3","1"
"2010","M","MEXICANA","MÉXICO","MÉXICO","17","BECADO INTERNO","","MEDIO SUPERIOR","CHAPINGO","DEIS EN PREPARATORIA AGRÍCOLA","PREPARATORIA AGRÍCOLA","1","1"
